TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
345.5,4346.0,5000.0,1892.0,,1957.0,2.0,10.0,4.0,1.0,1.0,1.0,0.0,None
660.0,8302.0,13650.0,1924.0,5192.0,2640.0,2.0,13.0,7.0,2.0,1.0,1.0,2.0,Recent
530.6,6674.0,8650.0,1931.0,4726.0,2866.0,2.0,10.0,,2.0,1.0,,1.0,Old
366.5,4610.0,,1941.0,2339.0,1350.0,2.0,7.0,3.0,,1.0,,1.0,
322.2,4053.0,5300.0,1950.0,2648.0,1360.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,None
573.3,7212.0,7622.0,1930.0,3739.0,1980.0,,9.0,5.0,2.0,1.0,1.0,1.0,Old
427.9,5382.0,5152.0,1920.0,2742.0,1562.0,2.0,,3.0,1.0,,1.0,0.0,None
295.2,3713.0,,1950.0,2642.0,1201.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,None
447.3,5627.0,6687.0,1902.0,3692.0,2132.0,2.0,7.0,4.0,1.0,,1.0,1.0,None
,6086.0,8412.0,1954.0,3073.0,1665.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
555.8,6991.0,12978.0,1920.0,4299.0,2262.0,2.0,8.0,,1.0,1.0,,1.0,Recent
406.6,,5217.0,1930.0,2876.0,1734.0,2.0,8.0,4.0,1.0,1.0,1.0,,None
582.8,7331.0,13150.0,1910.0,5684.0,3238.0,2.0,10.0,5.0,1.0,,,2.0,None
297.7,3745.0,7326.0,1950.0,1862.0,768.0,1.0,4.0,,1.0,0.0,1.0,,None
414.2,5210.0,4112.0,,4054.0,2266.0,2.0,9.0,,,1.0,1.0,1.0,None
542.8,6828.0,7125.0,1912.0,4775.0,2656.0,2.0,8.0,5.0,2.0,,1.0,1.0,Recent
416.0,5233.0,6028.0,1935.0,2777.0,1834.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,None
419.3,5274.0,6480.0,1954.0,3094.0,1443.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,
510.2,6418.0,,1954.0,3840.0,2173.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,None
554.9,,20046.0,1886.0,5264.0,3002.0,,,5.0,2.0,1.0,1.0,2.0,None
503.6,6335.0,8535.0,1930.0,3550.0,2228.0,,8.0,4.0,2.0,0.0,1.0,1.0,Recent
538.3,6771.0,12978.0,1930.0,2965.0,1858.0,2.0,7.0,3.0,2.0,,,1.0,Recent
488.9,6150.0,8592.0,1940.0,3159.0,1746.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,Recent
384.0,4830.0,5843.0,,2593.0,1572.0,2.0,7.0,3.0,1.0,1.0,1.0,,None
493.1,6203.0,11310.0,1918.0,3524.0,1990.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
420.0,5283.0,4500.0,1930.0,3986.0,2176.0,2.0,8.0,4.0,1.0,0.0,1.0,1.0,None
365.5,,4440.0,1935.0,2660.0,1600.0,2.0,7.0,3.0,1.0,,1.0,1.0,
379.1,4769.0,5545.0,1925.0,,1829.0,2.0,9.0,,1.0,,1.0,1.0,None
499.9,6288.0,5300.0,1913.0,3952.0,,2.0,8.0,5.0,2.0,,,,Recent
593.5,7466.0,8580.0,1905.0,6075.0,3382.0,2.0,,5.0,2.0,1.0,1.0,1.0,None
444.7,5594.0,5280.0,1930.0,,1472.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
352.9,4439.0,,1910.0,3514.0,2110.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
593.2,7462.0,11466.0,1930.0,2570.0,1684.0,2.0,8.0,4.0,2.0,0.0,1.0,1.0,Recent
631.9,7949.0,8210.0,1928.0,4557.0,2678.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,None
418.2,5260.0,7146.0,1992.0,3198.0,1864.0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,None
,4678.0,4842.0,1935.0,2480.0,1480.0,2.0,,3.0,1.0,,,1.0,None
417.7,5254.0,4797.0,1900.0,3752.0,2059.0,2.0,7.0,4.0,1.0,0.0,1.0,1.0,None
499.7,6286.0,15344.0,1927.0,3138.0,1768.0,2.0,,4.0,1.0,1.0,,1.0,None
423.9,5332.0,14420.0,1950.0,2528.0,1146.0,1.0,,2.0,1.0,0.0,1.0,0.0,Recent
373.8,4702.0,4849.0,1959.0,2452.0,1400.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
375.0,4717.0,6250.0,1920.0,2947.0,1861.0,2.0,7.0,4.0,1.0,1.0,1.0,0.0,None
493.8,6212.0,4500.0,1920.0,3996.0,,2.0,8.0,5.0,1.0,2.0,1.0,1.0,None
448.2,5638.0,8096.0,1930.0,2488.0,1450.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,None
491.4,,8190.0,1935.0,3120.0,,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Old
392.3,4935.0,11069.0,1950.0,,1306.0,1.5,6.0,2.0,1.0,1.0,1.0,1.0,None
302.3,3802.0,5500.0,1935.0,2304.0,1116.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,Old
457.8,5759.0,,1920.0,4270.0,2491.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,None
426.7,5367.0,6547.0,1930.0,2576.0,1368.0,2.0,6.0,3.0,1.0,1.0,,1.0,
639.4,,16952.0,,4659.0,,2.0,9.0,4.0,1.0,2.0,1.0,1.0,None
577.7,7267.0,5437.0,1925.0,,3117.0,2.0,10.0,4.0,2.0,1.0,1.0,2.0,Recent
531.5,6686.0,6673.0,1900.0,4228.0,2669.0,2.5,10.0,4.0,1.0,1.0,,1.0,Recent
420.1,5284.0,10906.0,1953.0,2548.0,,2.0,6.0,2.0,1.0,1.0,1.0,0.0,None
,7317.0,,1860.0,4985.0,3026.0,2.0,8.0,4.0,3.0,,1.0,0.0,Recent
435.5,5478.0,4592.0,1912.0,3994.0,2294.0,2.0,8.0,5.0,1.0,0.0,1.0,1.0,None
507.8,6388.0,10129.0,1900.0,4604.0,2603.0,2.0,8.0,5.0,2.0,0.0,1.0,1.0,None
623.1,7838.0,,1910.0,4402.0,2690.0,2.5,9.0,4.0,1.0,1.0,1.0,1.0,Old
352.1,4429.0,6250.0,1920.0,2884.0,1648.0,2.0,7.0,3.0,,1.0,1.0,0.0,None
345.2,4342.0,,1950.0,,,1.0,5.0,3.0,1.0,0.0,1.0,1.0,None
414.2,5210.0,5134.0,,3408.0,1965.0,2.0,,3.0,1.0,1.0,1.0,1.0,
,7862.0,8525.0,1938.0,,2224.0,,9.0,3.0,,1.0,1.0,2.0,None
538.0,6768.0,9000.0,1935.0,3166.0,2072.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,None
,6526.0,5500.0,1940.0,,,2.0,9.0,4.0,3.0,0.0,1.0,0.0,
774.1,9738.0,11970.0,1931.0,6110.0,3180.0,2.0,12.0,6.0,2.0,2.0,1.0,2.0,None
329.5,4145.0,4000.0,1910.0,,,,7.0,3.0,1.0,1.0,1.0,0.0,None
414.1,5209.0,5000.0,1915.0,3954.0,2219.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
384.1,4831.0,5712.0,,2599.0,1314.0,,6.0,3.0,1.0,1.0,1.0,,None
,4701.0,4464.0,1969.0,2491.0,,2.0,7.0,3.0,1.0,,1.0,2.0,None
375.9,4728.0,4475.0,1930.0,1992.0,1248.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,Old
395.3,4972.0,5817.0,,2513.0,1448.0,2.0,,3.0,,0.0,1.0,1.0,Recent
464.0,5837.0,5100.0,1920.0,2978.0,1870.0,2.0,8.0,4.0,2.0,0.0,1.0,1.0,None
375.9,4728.0,5000.0,1910.0,3596.0,1837.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,Recent
503.1,6329.0,,1870.0,4258.0,2445.0,1.5,9.0,5.0,,2.0,1.0,0.0,None
366.6,4611.0,5000.0,1920.0,2113.0,1270.0,,8.0,4.0,1.0,0.0,1.0,1.0,None
409.4,5150.0,11008.0,1920.0,3041.0,1680.0,1.5,7.0,3.0,1.0,1.0,1.0,1.0,None
375.2,4720.0,5500.0,1934.0,2956.0,1768.0,,8.0,4.0,1.0,1.0,1.0,0.0,Old
333.5,4195.0,6250.0,1900.0,3145.0,1740.0,,8.0,5.0,,0.0,1.0,0.0,Old
474.2,5965.0,5134.0,1930.0,3469.0,2104.0,2.0,8.0,,1.0,,1.0,1.0,
463.0,5824.0,,1930.0,3453.0,,2.0,7.0,3.0,1.0,0.0,1.0,1.0,Recent
503.6,6335.0,10875.0,1925.0,4406.0,2459.0,2.0,7.0,3.0,,0.0,1.0,1.0,None
416.5,5239.0,5506.0,1930.0,2712.0,,,7.0,3.0,,1.0,1.0,1.0,
482.5,6069.0,,1920.0,,1868.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,None
399.1,5020.0,5500.0,1985.0,2898.0,1680.0,2.0,,3.0,1.0,1.0,1.0,,None
394.0,4956.0,4845.0,1913.0,2991.0,1665.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Recent
381.5,4799.0,4633.0,1930.0,,1440.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,Recent
468.9,5898.0,10500.0,1930.0,3940.0,1819.0,1.0,7.0,,1.0,0.0,1.0,1.0,None
220.9,2778.0,3000.0,1940.0,1812.0,840.0,1.0,5.0,2.0,1.0,0.0,,0.0,None
469.8,5910.0,4700.0,,3978.0,2499.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,
618.4,,11200.0,1952.0,4048.0,2309.0,2.0,8.0,4.0,2.0,2.0,1.0,1.0,Recent
,4936.0,5000.0,1929.0,2914.0,1596.0,,,3.0,1.0,1.0,1.0,,None
532.8,6702.0,,1920.0,5160.0,2870.0,2.0,,4.0,2.0,0.0,,1.0,None
347.3,4369.0,4010.0,1912.0,2538.0,,2.0,8.0,3.0,1.0,,1.0,0.0,Old
359.7,4525.0,5500.0,1931.0,2272.0,1300.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
347.8,4375.0,4122.0,1930.0,2267.0,1394.0,2.0,,3.0,1.0,,1.0,1.0,None
,5438.0,7501.0,1919.0,3426.0,1707.0,2.0,7.0,3.0,1.0,1.0,,,None
448.2,5638.0,21933.0,,3418.0,1540.0,1.0,,3.0,1.0,1.0,1.0,1.0,Recent
540.9,6804.0,9000.0,1895.0,5167.0,2794.0,2.0,9.0,,1.0,1.0,1.0,1.0,None
530.3,6671.0,10000.0,,4628.0,2908.0,2.0,11.0,6.0,,1.0,1.0,1.0,None
308.3,3878.0,5500.0,1920.0,2202.0,,1.0,5.0,2.0,2.0,0.0,1.0,0.0,None
,5365.0,4700.0,1918.0,3319.0,1815.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
340.3,4280.0,4131.0,1925.0,2196.0,1160.0,1.5,,3.0,1.0,,1.0,1.0,None
644.1,8102.0,12000.0,1920.0,5180.0,3048.0,2.0,10.0,6.0,1.0,0.0,1.0,1.0,Old
289.3,3639.0,4072.0,1920.0,1982.0,936.0,1.0,5.0,2.0,1.0,,1.0,0.0,None
419.7,5279.0,4700.0,,,1999.0,2.0,5.0,3.0,1.0,,1.0,1.0,None
384.0,4830.0,4122.0,1930.0,2262.0,1578.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,
382.0,4805.0,4590.0,1925.0,2505.0,1508.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
478.3,6017.0,,1930.0,2856.0,1792.0,2.5,8.0,3.0,2.0,0.0,1.0,0.0,Old
488.2,6141.0,10500.0,,2846.0,1828.0,2.0,8.0,,1.0,0.0,1.0,1.0,None
459.2,,9000.0,1930.0,3179.0,,2.0,9.0,3.0,2.0,,1.0,1.0,Old
368.2,4631.0,5500.0,1924.0,2900.0,1640.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
469.7,,6385.0,1912.0,4319.0,2427.0,2.0,9.0,6.0,1.0,1.0,,1.0,None
,,9916.0,1920.0,2324.0,1486.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
659.7,8299.0,7350.0,1900.0,4440.0,2878.0,2.5,9.0,6.0,2.0,1.0,1.0,2.0,Recent
462.8,5822.0,5000.0,,4586.0,2437.0,2.0,,4.0,1.0,1.0,1.0,,None
658.7,,18288.0,1888.0,5698.0,3613.0,2.5,13.0,5.0,,1.0,1.0,1.0,None
,3870.0,5500.0,1920.0,2190.0,936.0,1.0,5.0,,1.0,0.0,1.0,0.0,None
,5169.0,4700.0,1968.0,2822.0,1586.0,2.0,12.0,3.0,2.0,1.0,1.0,1.0,None
481.4,6056.0,12449.0,1920.0,3464.0,2176.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
385.8,4853.0,10925.0,1950.0,2734.0,1127.0,1.0,,2.0,2.0,0.0,1.0,1.0,None
265.0,3333.0,4080.0,1920.0,2170.0,962.0,1.0,5.0,2.0,1.0,0.0,,,None
500.1,6291.0,6141.0,1935.0,,1890.0,2.0,,,1.0,1.0,1.0,,Recent
473.9,5961.0,7500.0,1907.0,4881.0,2652.0,2.0,7.0,4.0,1.0,,1.0,2.0,None
303.9,3823.0,3643.0,1930.0,2333.0,1344.0,,6.0,3.0,1.0,0.0,1.0,0.0,None
436.3,,,1900.0,4263.0,2321.0,2.0,9.0,,1.0,1.0,1.0,0.0,
388.1,4882.0,5680.0,1925.0,3236.0,1964.0,2.0,9.0,,1.0,,1.0,0.0,None
,6653.0,6035.0,1930.0,4012.0,2384.0,2.0,7.0,3.0,,1.0,1.0,,Recent
480.9,6049.0,7124.0,1930.0,4064.0,1893.0,,8.0,,,1.0,1.0,1.0,None
491.9,6188.0,8014.0,1900.0,3350.0,1979.0,2.0,,3.0,1.0,1.0,1.0,1.0,Old
604.7,7607.0,10500.0,1920.0,3854.0,2242.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,Recent
279.1,3511.0,4080.0,1927.0,2059.0,,,6.0,3.0,1.0,,,0.0,None
739.7,9305.0,14475.0,1930.0,6733.0,3714.0,2.0,11.0,4.0,2.0,2.0,1.0,2.0,Recent
465.5,5855.0,6840.0,1920.0,3840.0,2178.0,,9.0,6.0,,,,1.0,None
424.4,5338.0,10500.0,1935.0,3248.0,1512.0,,6.0,2.0,1.0,1.0,,1.0,None
362.5,4560.0,5500.0,1932.0,2630.0,1556.0,2.0,7.0,3.0,1.0,1.0,,1.0,None
445.6,5605.0,5000.0,1924.0,3700.0,2255.0,2.0,9.0,6.0,1.0,1.0,1.0,0.0,None
421.9,5307.0,10413.0,1920.0,2628.0,1298.0,,5.0,2.0,1.0,1.0,1.0,,None
474.03,5963.0,,1900.0,4051.0,2426.0,2.0,9.0,5.0,3.0,0.0,1.0,2.0,Recent
593.5,7466.0,18600.0,,4870.0,,1.0,6.0,2.0,2.0,0.0,1.0,1.0,Old
490.8,6174.0,4700.0,,,2415.0,2.0,,5.0,2.0,1.0,1.0,1.0,Recent
472.0,,7000.0,1905.0,3120.0,,2.0,9.0,6.0,2.0,,1.0,1.0,None
336.1,4228.0,5355.0,1958.0,3336.0,1529.0,1.0,6.0,3.0,2.0,0.0,1.0,1.0,None
315.0,3962.0,8502.0,1950.0,1912.0,876.0,1.0,5.0,3.0,1.0,0.0,1.0,,
,3838.0,6120.0,1920.0,2256.0,1040.0,1.0,5.0,,1.0,0.0,1.0,1.0,None
398.0,,4700.0,1900.0,2432.0,1501.0,2.0,,3.0,1.0,0.0,1.0,1.0,None
,3797.0,,1950.0,2556.0,1387.0,1.5,,2.0,1.0,1.0,1.0,1.0,
464.4,5842.0,5676.0,1908.0,4018.0,2253.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,None
401.2,5047.0,4700.0,1954.0,1952.0,1570.0,2.0,6.0,3.0,1.0,,1.0,1.0,None
360.3,4532.0,5500.0,1940.0,2638.0,1521.0,,,3.0,1.0,1.0,1.0,1.0,None
336.9,4238.0,3652.0,1925.0,2093.0,1344.0,,6.0,3.0,1.0,0.0,1.0,,None
434.6,5467.0,9980.0,1912.0,,1584.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
542.0,6818.0,10911.0,1950.0,3031.0,2047.0,2.0,9.0,5.0,2.0,1.0,1.0,,Old
325.5,4094.0,,1940.0,3070.0,1540.0,1.0,7.0,3.0,2.0,0.0,1.0,0.0,None
,5081.0,10500.0,1900.0,4044.0,2036.0,2.0,8.0,3.0,2.0,0.0,1.0,0.0,Old
354.7,4462.0,5768.0,1900.0,2880.0,1816.0,2.0,,3.0,2.0,0.0,1.0,0.0,None
468.2,5889.0,6120.0,,2921.0,2098.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,
,5271.0,10875.0,1950.0,3314.0,1683.0,1.5,7.0,4.0,,,1.0,1.0,Old
666.4,8383.0,12500.0,1898.0,4304.0,2500.0,,10.0,5.0,3.0,,1.0,2.0,Old
,3780.0,5500.0,1954.0,2185.0,1008.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,None
472.3,5941.0,4700.0,1902.0,4240.0,2592.0,2.5,9.0,6.0,2.0,1.0,1.0,,Recent
514.3,6469.0,5500.0,1910.0,4426.0,2633.0,2.0,9.0,4.0,2.0,1.0,1.0,1.0,Recent
297.1,3737.0,3000.0,1957.0,2156.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
745.7,9380.0,11730.0,1910.0,5836.0,3405.0,2.0,9.0,4.0,2.0,,,3.0,Old
402.1,5058.0,6875.0,1900.0,3806.0,2150.0,2.0,9.0,5.0,2.0,0.0,1.0,1.0,None
,4640.0,5000.0,1895.0,2892.0,1710.0,2.0,,4.0,1.0,,1.0,0.0,None
460.4,5791.0,,1912.0,5684.0,2736.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
617.6,7769.0,5170.0,1930.0,4756.0,2742.0,2.0,11.0,,1.0,1.0,1.0,1.0,None
,6677.0,10500.0,,2424.0,1556.0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,Recent
510.6,6423.0,3798.0,1907.0,4148.0,2269.0,2.0,,4.0,2.0,1.0,1.0,1.0,Recent
434.9,,6149.0,1910.0,3947.0,2573.0,2.0,8.0,4.0,2.0,0.0,,0.0,None
445.0,5598.0,,1924.0,3639.0,2001.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
,,5000.0,1907.0,3136.0,1810.0,2.0,8.0,5.0,1.0,0.0,,0.0,Recent
383.0,4818.0,,1925.0,2672.0,1542.0,2.0,7.0,,1.0,1.0,,0.0,None
453.3,5702.0,11479.0,,2408.0,1488.0,2.0,6.0,2.0,1.0,,1.0,1.0,None
460.0,,9379.0,,2320.0,1470.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,Recent
386.4,4860.0,10847.0,1925.0,3450.0,1201.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,None
,5657.0,10500.0,,2663.0,1427.0,2.0,6.0,3.0,,1.0,1.0,1.0,
357.4,4496.0,,1954.0,2473.0,1008.0,1.0,6.0,3.0,1.0,0.0,1.0,,None
372.7,4688.0,4146.0,1907.0,3580.0,2040.0,2.0,9.0,4.0,1.0,0.0,1.0,,
390.2,4908.0,6000.0,1930.0,2736.0,1688.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
484.5,6095.0,,1900.0,3940.0,2326.0,2.0,9.0,4.0,2.0,0.0,1.0,,Old
471.3,5928.0,7500.0,1890.0,3378.0,2136.0,2.0,9.0,,1.0,1.0,1.0,1.0,Recent
444.5,5591.0,9000.0,1932.0,2673.0,,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
477.1,6001.0,6875.0,1900.0,3187.0,1884.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,Recent
,7038.0,5316.0,1907.0,4261.0,2416.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,None
417.3,5249.0,5000.0,1910.0,2990.0,1808.0,2.0,8.0,5.0,1.0,1.0,1.0,,Old
418.1,5259.0,9779.0,1927.0,2608.0,1525.0,2.0,6.0,3.0,,0.0,1.0,1.0,Old
,5296.0,4700.0,1915.0,3942.0,2155.0,2.0,8.0,5.0,,1.0,1.0,1.0,None
382.4,4810.0,13628.0,1950.0,1759.0,858.0,1.0,5.0,2.0,1.0,0.0,,0.0,
342.5,4308.0,5500.0,1950.0,2788.0,1428.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,Old
511.5,6434.0,10531.0,,4997.0,2781.0,2.0,12.0,5.0,1.0,2.0,1.0,1.0,None
429.0,5396.0,9250.0,1930.0,2805.0,1591.0,2.0,8.0,3.0,1.0,0.0,1.0,1.0,None
470.2,5915.0,10500.0,1955.0,3758.0,1781.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,None
340.2,4279.0,3551.0,,3917.0,2108.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,None
349.8,4400.0,5000.0,1955.0,2518.0,1176.0,1.0,,3.0,1.0,0.0,1.0,0.0,None
420.0,5283.0,4700.0,1930.0,3715.0,1941.0,1.5,8.0,4.0,1.0,,1.0,1.0,Recent
397.1,4995.0,5000.0,1910.0,3014.0,,2.0,11.0,6.0,2.0,0.0,1.0,1.0,None
599.5,7541.0,7533.0,1935.0,3668.0,2144.0,2.0,8.0,3.0,1.0,,1.0,1.0,Old
439.8,5532.0,5300.0,1900.0,3983.0,2179.0,2.0,8.0,,1.0,1.0,1.0,1.0,Old
416.1,5234.0,8630.0,1937.0,2409.0,1594.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,
527.4,6634.0,7000.0,1910.0,4622.0,2659.0,2.0,,3.0,1.0,0.0,,,Recent
343.1,4316.0,2907.0,1910.0,3426.0,1935.0,2.0,8.0,4.0,1.0,0.0,1.0,0.0,None
494.4,6219.0,15000.0,1890.0,,,2.0,,,1.0,1.0,1.0,0.0,None
,5370.0,,1890.0,3558.0,2014.0,2.0,8.0,4.0,2.0,0.0,1.0,0.0,Old
823.7,10362.0,28900.0,1935.0,5499.0,2925.0,2.0,12.0,5.0,,1.0,1.0,2.0,None
285.7,3594.0,7475.0,1955.0,1882.0,861.0,1.0,6.0,,1.0,1.0,1.0,0.0,None
354.0,4453.0,5000.0,1920.0,2520.0,1440.0,2.0,7.0,4.0,1.0,,,1.0,Recent
338.6,4259.0,5000.0,1900.0,,1512.0,2.0,7.0,4.0,1.0,0.0,1.0,0.0,None
548.7,6902.0,11070.0,1920.0,,3291.0,2.0,10.0,5.0,2.0,0.0,1.0,2.0,None
437.3,5501.0,5477.0,1930.0,4118.0,2278.0,2.0,9.0,4.0,2.0,,1.0,1.0,None
443.0,5572.0,6000.0,1936.0,3028.0,2128.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,Recent
468.6,5894.0,10542.0,1900.0,2820.0,1719.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
348.1,4379.0,6000.0,1930.0,2080.0,1300.0,,6.0,2.0,1.0,0.0,1.0,1.0,Old
,6449.0,8214.0,1984.0,3730.0,2148.0,2.0,9.0,6.0,2.0,1.0,1.0,1.0,None
486.8,6123.0,5000.0,1920.0,3755.0,2116.0,2.0,8.0,4.0,2.0,,,,Recent
298.9,3760.0,5062.0,1954.0,,1098.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,None
408.3,5136.0,10762.0,1940.0,2686.0,1627.0,2.0,6.0,3.0,,1.0,1.0,0.0,None
351.6,4423.0,5720.0,1915.0,2262.0,1384.0,2.0,6.0,3.0,1.0,0.0,,1.0,None
,5386.0,7500.0,1910.0,3132.0,1923.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
505.5,6359.0,7165.0,,3894.0,2150.0,2.0,10.0,4.0,2.0,1.0,1.0,1.0,None
362.4,4558.0,3900.0,1915.0,3864.0,2018.0,2.0,,4.0,2.0,0.0,1.0,0.0,None
422.3,5312.0,6719.0,1875.0,3797.0,2212.0,2.0,8.0,3.0,1.0,1.0,1.0,0.0,None
454.6,5718.0,,,3168.0,1752.0,2.0,9.0,4.0,2.0,2.0,1.0,0.0,Recent
300.7,3782.0,5867.0,1954.0,1736.0,820.0,1.0,,4.0,1.0,1.0,1.0,0.0,None
,5073.0,3078.0,1940.0,3654.0,2145.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,Recent
503.6,6335.0,12906.0,1875.0,4838.0,3020.0,2.5,,6.0,3.0,0.0,1.0,0.0,None
392.3,4935.0,4942.0,1910.0,3290.0,2025.0,2.0,,3.0,1.0,0.0,1.0,0.0,
352.1,4429.0,7000.0,1900.0,2383.0,1390.0,2.0,7.0,4.0,1.0,0.0,1.0,0.0,None
345.4,4345.0,4500.0,1950.0,2576.0,,1.5,6.0,2.0,2.0,,,1.0,Old
448.3,,5339.0,1920.0,3932.0,2134.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,None
609.8,7671.0,10882.0,1912.0,3943.0,2390.0,2.5,10.0,5.0,2.0,1.0,1.0,0.0,Recent
422.3,5312.0,6000.0,1930.0,2830.0,1800.0,2.0,8.0,5.0,1.0,1.0,1.0,1.0,None
550.0,6919.0,10500.0,1900.0,3246.0,2064.0,2.0,8.0,4.0,2.0,0.0,1.0,1.0,None
381.9,4804.0,7430.0,,2526.0,1404.0,2.0,,4.0,,0.0,1.0,0.0,None
406.1,5108.0,10734.0,1922.0,2445.0,1577.0,2.0,7.0,3.0,1.0,0.0,1.0,0.0,None
283.1,3561.0,5590.0,1957.0,,,1.0,6.0,3.0,1.0,0.0,1.0,0.0,None
827.3,10407.0,34261.0,1900.0,6477.0,4100.0,2.5,12.0,6.0,2.0,2.0,1.0,3.0,None
522.2,6569.0,10500.0,,,2257.0,2.0,,4.0,1.0,1.0,1.0,,None
289.0,3635.0,3499.0,1905.0,2250.0,1381.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
324.5,4082.0,3310.0,1920.0,2795.0,1604.0,2.0,7.0,4.0,1.0,1.0,1.0,0.0,
411.4,,4981.0,1930.0,2490.0,1374.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,None
392.2,4933.0,6250.0,1954.0,,1714.0,1.5,7.0,3.0,2.0,0.0,1.0,1.0,Old
395.2,4971.0,2503.0,1915.0,3056.0,1767.0,2.0,9.0,4.0,1.0,1.0,1.0,0.0,Recent
481.1,6052.0,,1875.0,2905.0,1900.0,2.0,8.0,2.0,2.0,1.0,1.0,0.0,Recent
482.9,6074.0,9917.0,1922.0,4093.0,2304.0,2.0,8.0,4.0,,1.0,,2.0,None
,7165.0,10137.0,1930.0,3438.0,2016.0,,8.0,4.0,2.0,1.0,1.0,1.0,Recent
401.1,5045.0,6003.0,1920.0,2448.0,,2.0,7.0,3.0,2.0,0.0,1.0,1.0,Recent
369.3,4645.0,5000.0,1911.0,2634.0,1676.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
480.0,6038.0,4829.0,1950.0,2631.0,1716.0,2.0,9.0,3.0,,1.0,1.0,1.0,Recent
531.5,6686.0,10756.0,,5124.0,2889.0,2.0,10.0,4.0,1.0,,1.0,1.0,None
424.8,5343.0,6500.0,1900.0,4190.0,2471.0,2.0,10.0,7.0,2.0,1.0,1.0,0.0,None
473.7,5959.0,10113.0,1900.0,2883.0,1789.0,2.0,8.0,3.0,1.0,1.0,2.0,1.0,Recent
368.9,4640.0,,1925.0,3880.0,1692.0,1.0,8.0,,2.0,0.0,1.0,,
,5598.0,,1910.0,3793.0,2172.0,2.0,,5.0,,1.0,1.0,1.0,None
366.8,4614.0,3360.0,1921.0,2564.0,1560.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
